grain_id,phi1,Phi,phi2,x,y,area,diameter,hkl,uvw,nearest_component,angle_to_nearest_component_deg,hkl_int,uvw_int,on_Lambda_fiber,Lambda_fiber_deviation_deg,on_Gamma_fiber,Gamma_fiber_deviation_deg,on_Eta_fiber,Eta_fiber_deviation_deg,on_Alpha_fiber,Alpha_fiber_deviation_deg
1674,60.344,53.77,315.03,1086.06,219.909,3267.0,64.5,(1-11),[-28-2035],Other/Random,34.82,"1,-1,1","-28,-20,35",False,45.49,True,12.48,False,44.52,False,24.86
1675,208.868,34.616,133.36,2024.09,234.218,5463.0,83.4,(9515),[-2-94],Other/Random,31.91,"9,5,15","-2,-9,4",False,34.62,False,22.97,False,27.11,False,22.86
1676,125.371,57.138,217.84,2880.3,205.2,180.0,15.14,(111),[4035-56],Other/Random,41.59,"1,1,1","40,35,-56",False,46.77,True,8.33,False,43.23,False,28.41
1677,325.815,34.0,53.32,3672.5,219.014,1989.0,50.32,(-40-27-72),[14-2],Other/Random,35.63,"-40,-27,-72","1,4,-2",False,34.0,False,22.01,False,29.81,False,21.46
1678,35.554,55.471,312.73,4302.65,199.826,207.0,16.23,(1-11),[10-1],Other/Random,37.46,"1,-1,1","1,0,-1",False,47.91,True,7.78,False,37.43,True,8.33
1679,155.903,45.762,223.43,4328.67,209.391,1242.0,39.77,(-56-27-63),[-7-4224],Other/Random,31.36,"-56,-27,-63","-7,-42,24",False,45.76,False,18.33,False,30.82,False,17.16
1680,73.949,48.213,316.64,4397.39,214.914,2313.0,54.27,(561863),[-36-4045],Other/Random,37.5,"56,18,63","-36,-40,45",False,44.23,False,23.44,False,50.16,False,30.95
1681,168.634,25.26,169.02,4683.13,244.72,15820.0,141.93,(-4-1-9),[18-45-5],Other/Random,29.02,"-4,-1,-9","18,-45,-5",False,25.26,False,35.68,False,21.8,False,24.11
1682,147.129,43.951,224.69,4820.78,214.866,2358.0,54.79,(111),[0-95],Other/Random,30.91,"1,1,1","0,-9,5",False,43.95,True,14.14,False,29.32,False,15.92
1683,151.499,17.631,184.58,5136.5,236.796,5553.0,84.09,(-2-1-7),[4-90],Other/Random,27.42,"-2,-1,-7","4,-9,0",False,17.63,False,38.06,False,24.17,False,20.91
1684,0.764,21.988,351.86,5304.67,197.667,162.0,14.36,(205),[100],Other/Random,23.18,"2,0,5","1,0,0",False,21.99,False,41.03,True,7.44,False,38.31
1685,0.189,29.933,349.67,5797.38,215.563,1791.0,47.75,(407),[100],Other/Random,18.17,"4,0,7","1,0,0",False,29.93,False,37.87,True,10.17,False,36.53
1686,206.845,47.119,144.58,6384.64,244.15,6975.0,94.24,(212),[0-94],Other/Random,25.45,"2,1,2","0,-9,4",False,47.12,False,15.97,False,25.15,False,19.89
1687,326.792,54.386,42.91,6621.58,201.627,603.0,27.71,(-1-11),[101],Other/Random,33.92,"-1,-1,1","1,0,1",False,47.14,True,9.61,False,33.91,True,11.97
1688,133.934,48.728,224.1,8336.95,214.869,1719.0,46.78,(111),[8-2-5],Other/Random,35.17,"1,1,1","8,-2,-5",False,48.73,True,6.07,False,34.02,False,17.08
1689,235.863,25.315,117.24,8762.81,213.228,1539.0,44.27,(-8-5-20),[455-18],Other/Random,26.22,"-8,-5,-20","45,5,-18",False,25.32,False,30.14,False,22.77,False,22.95
1690,185.236,41.365,158.31,9963.66,238.233,5409.0,82.99,(63872),[-4-205],Other/Random,18.58,"63,8,72","-4,-20,5",False,41.36,False,32.0,False,18.08,False,32.34
1691,163.553,48.071,224.37,10680.0,193.5,18.0,4.79,(561863),[-355616],Other/Random,35.17,"56,18,63","-35,56,16",False,44.48,False,23.17,False,35.13,False,18.88
1692,9.587,23.062,14.67,11340.74,212.554,1512.0,43.88,(27763),[-27637],Other/Random,30.92,"27,7,63","-27,63,7",False,23.06,False,37.64,False,23.78,False,22.56
1693,124.396,37.081,241.91,11649.75,196.5,72.0,9.57,(352456),[10-1],Other/Random,23.73,"35,24,56","1,0,-1",False,37.08,False,19.18,False,32.14,True,12.87
1694,27.314,35.964,332.68,12370.99,242.815,5400.0,82.92,(15824),[-763-18],Other/Random,20.71,"15,8,24","-7,63,-18",False,35.96,False,22.46,False,16.29,False,29.62
1695,32.575,42.483,319.03,12772.87,234.805,4761.0,77.86,(14918),[02-1],Other/Random,28.21,"14,9,18","0,2,-1",False,42.48,False,15.35,False,26.28,False,18.72
1696,220.203,38.144,129.95,12944.4,195.15,180.0,15.14,(6510),[0-95],Other/Random,33.1,"6,5,10","0,-9,5",False,38.14,False,16.94,False,28.41,False,16.91
1697,343.624,37.443,39.39,14306.25,200.438,288.0,19.15,(-27-8-36),[1863-28],Other/Random,29.98,"-27,-8,-36","18,63,-28",False,37.44,False,26.6,False,27.93,False,26.16
1698,256.066,7.477,120.82,15104.25,202.179,252.0,17.91,(001),[63-18-7],Other/Random,18.46,"0,0,1","63,-18,-7",True,7.48,False,48.44,False,18.23,False,28.57
1699,163.053,47.014,218.83,15250.63,209.199,1179.0,38.74,(727),[-5102],Other/Random,29.65,"7,2,7","-5,10,2",False,45.59,False,22.96,False,29.57,False,20.05
1700,204.336,10.229,121.81,16228.79,226.859,3762.0,69.21,(001),[1-10],Other/Random,15.12,"0,0,1","1,-1,0",True,10.23,False,45.26,False,34.42,True,14.42
1701,308.829,32.795,37.8,15.4,230.412,2340.0,54.58,(5410),[-2489],Other/Random,33.59,"5,4,10","-24,8,9",False,32.79,False,22.33,False,26.26,False,29.67
1702,181.014,19.186,153.42,728.6,211.01,882.0,33.51,(103),[-8-183],Other/Random,27.24,"1,0,3","-8,-18,3",False,19.19,False,42.41,False,25.62,False,22.31
1703,226.022,15.906,107.25,1753.88,198.375,72.0,9.57,(-1-1-5),[147-4],Other/Random,24.18,"-1,-1,-5","14,7,-4",False,15.91,False,38.83,False,29.91,False,24.07
1704,197.536,45.204,133.39,2057.37,218.961,684.0,29.51,(727),[-8-2415],Other/Random,36.3,"7,2,7","-8,-24,15",False,45.2,False,22.94,False,35.97,False,20.46
1705,209.073,33.375,176.23,2779.76,226.773,2421.0,55.52,(12721),[1-20],Other/Random,28.66,"12,7,21","1,-2,0",False,33.37,False,23.93,False,26.0,False,19.18
1706,204.94,51.049,139.95,3559.28,208.574,549.0,26.44,(-8-4-9),[-470],Other/Random,30.16,"-8,-4,-9","-4,7,0",False,45.16,False,16.38,False,30.15,False,15.15
1707,323.504,26.737,39.33,5583.0,227.074,1575.0,44.78,(-14-10-35),[07-2],Other/Random,26.88,"-14,-10,-35","0,7,-2",False,26.74,False,28.49,False,16.57,False,28.43
1708,182.169,32.146,154.67,5958.62,204.207,261.0,18.23,(508),[-3-82],Other/Random,26.88,"5,0,8","-3,-8,2",False,32.15,False,36.15,False,23.52,False,28.34
1709,307.483,47.845,36.17,7354.35,204.65,540.0,26.22,(-1-11),[-18910],Other/Random,37.51,"-1,-1,1","-18,9,10",False,47.85,True,9.04,False,36.34,False,28.48
1710,163.395,15.735,216.04,7482.73,234.326,4059.0,71.89,(-18-7-63),[-2-61],Other/Random,24.96,"-18,-7,-63","-2,-6,1",False,15.73,False,41.37,False,20.49,False,28.03
1711,206.57,44.786,124.09,8400.0,202.5,54.0,8.29,(849),[-3-86],Other/Random,41.22,"8,4,9","-3,-8,6",False,44.79,False,17.16,False,40.16,False,17.65
1712,127.356,13.883,219.65,9056.04,239.304,5661.0,84.9,(001),[12-3-2],Other/Random,18.99,"0,0,1","12,-3,-2",True,13.88,False,41.0,False,16.35,False,32.27
1713,338.931,37.184,45.15,9329.83,219.103,1053.0,36.62,(-5-2-7),[26-3],Other/Random,33.09,"-5,-2,-7","2,6,-3",False,37.18,False,24.35,False,30.55,False,24.23
1714,317.046,44.719,52.76,9828.66,217.906,1629.0,45.54,(-1-11),[101],Other/Random,32.83,"-1,-1,1","1,0,1",False,44.72,True,10.14,False,34.07,True,10.93
1715,109.322,49.176,225.65,10597.17,217.331,1278.0,40.34,(-8-3-9),[1615-20],Other/Random,34.34,"-8,-3,-9","16,15,-20",False,44.43,False,20.89,False,47.74,False,30.89
1716,323.559,24.695,66.89,11272.72,234.336,3699.0,68.63,(-21-16-56),[1018-9],Other/Random,28.61,"-21,-16,-56","10,18,-9",False,24.7,False,30.47,False,35.7,False,27.78
1717,181.65,30.883,165.8,11375.17,205.083,324.0,20.31,(305),[100],Other/Random,19.12,"3,0,5","1,0,0",False,30.88,False,36.85,True,12.81,False,35.06
1718,344.644,47.598,46.06,11461.26,236.82,4644.0,76.9,(727),[16-24-9],Other/Random,37.14,"7,2,7","16,-24,-9",False,44.6,False,24.03,False,37.09,False,19.94
1719,207.801,40.928,123.28,12683.57,199.714,63.0,8.96,(351845),[-14-3525],Other/Random,40.83,"35,18,45","-14,-35,25",False,40.93,False,18.7,False,38.74,False,20.15
1720,24.615,47.843,324.89,12715.96,234.887,3501.0,66.77,(-9-4-9),[4-90],Other/Random,25.39,"-9,-4,-9","4,-9,0",False,47.63,False,17.28,False,25.24,False,19.77
1721,287.838,30.37,91.19,13593.6,219.253,2025.0,50.78,(10318),[-24-815],Other/Random,23.78,"10,3,18","-24,-8,15",False,30.37,False,30.07,False,35.44,False,21.01
1722,332.241,44.428,47.26,14263.11,219.827,2970.0,61.49,(-63-32-72),[530-18],Other/Random,33.44,"-63,-32,-72","5,30,-18",False,44.43,False,16.63,False,32.34,False,16.07
1723,114.887,10.922,255.16,14348.8,207.649,666.0,29.12,(001),[100],Cube {001}<100>,14.83,"0,0,1","1,0,0",True,10.92,False,44.59,True,14.35,False,35.46
1724,1.024,13.71,22.7,14533.18,220.343,1890.0,49.06,(001),[-27637],Other/Random,25.27,"0,0,1","-27,63,7",True,13.71,False,45.56,False,23.7,False,22.45
1725,43.596,51.789,311.9,15204.27,218.168,1980.0,50.21,(1-11),[10-1],Other/Random,36.25,"1,-1,1","1,0,-1",False,51.79,True,3.15,False,36.76,True,11.47
1726,154.971,4.522,226.62,15486.43,229.36,3276.0,64.58,(001),[-18-455],Other/Random,22.05,"0,0,1","-18,-45,5",True,4.52,False,50.5,False,21.74,False,23.71
1727,2.842,23.916,323.09,15572.89,220.277,1395.0,42.14,(409),[3556-16],Other/Random,26.26,"4,0,9","35,56,-16",False,23.92,False,39.36,False,34.33,False,19.33
1728,352.763,22.458,26.66,16152.07,220.525,1647.0,45.79,(-20-5),[26-1],Other/Random,29.61,"-2,0,-5","2,6,-1",False,22.46,False,38.73,False,20.15,False,28.94
1729,212.612,50.734,136.98,16394.95,230.602,1017.0,35.98,(-111),[101],Other/Random,32.16,"-1,1,1","1,0,1",False,49.3,True,10.63,False,31.94,True,13.21
1730,169.472,15.86,210.32,193.27,219.138,981.0,35.34,(-20-7),[-7-213],Other/Random,25.31,"-2,0,-7","-7,-21,3",False,15.86,False,42.33,False,20.38,False,27.26
1731,261.591,4.28,102.21,566.72,235.827,6237.0,89.11,(001),[100],Cube {001}<100>,5.72,"0,0,1","1,0,0",True,4.28,False,51.34,True,5.67,False,40.96
1732,265.56,20.915,84.98,1341.49,233.554,4725.0,77.56,(-30-8),[244-9],Other/Random,22.93,"-3,0,-8","24,4,-9",False,20.92,False,40.47,False,22.93,False,25.49
1733,318.275,46.489,46.15,2803.5,202.5,72.0,9.57,(-1-11),[101],Other/Random,33.72,"-1,-1,1","1,0,1",False,46.49,True,8.62,False,32.06,True,14.28
1734,43.297,45.295,314.9,3710.66,212.01,873.0,33.34,(1-11),[-535-21],Other/Random,33.26,"1,-1,1","-5,35,-21",False,45.3,True,9.53,False,31.19,False,16.08
1735,338.424,51.197,52.58,5326.52,245.439,6354.0,89.95,(301435),[101],Other/Random,41.61,"30,14,35","1,0,1",False,43.56,False,18.98,False,41.57,True,14.84
1736,174.334,32.989,174.86,5606.63,200.625,72.0,9.57,(-6-1-9),[100],Other/Random,15.75,"-6,-1,-9","1,0,0",False,32.99,False,34.09,True,10.36,False,35.12
1737,137.025,5.955,182.09,5898.19,252.911,6966.0,94.18,(001),[110],Rotated Cube {001}<110>,7.24,"0,0,1","1,1,0",True,5.95,False,48.78,False,40.9,True,4.11
1738,329.318,46.378,43.81,6521.65,232.341,2637.0,57.94,(-1-11),[07-4],Other/Random,31.0,"-1,-1,1","0,7,-4",False,46.38,True,13.83,False,30.19,False,15.09
1739,206.129,25.881,161.55,7215.6,222.891,2880.0,60.56,(271463),[100],Other/Random,24.25,"27,14,63","1,0,0",False,25.88,False,31.05,True,12.3,False,36.34
1740,17.726,39.97,321.35,10303.79,216.526,1026.0,36.14,(16520),[936-16],Other/Random,28.56,"16,5,20","9,36,-16",False,39.97,False,24.68,False,27.17,False,24.11
1741,23.667,41.026,315.85,11435.4,199.2,45.0,7.57,(12515),[418-9],Other/Random,31.35,"12,5,15","4,18,-9",False,41.03,False,20.81,False,29.76,False,20.42
1742,35.371,53.559,320.29,11640.22,219.399,1692.0,46.41,(1-11),[18-305],Other/Random,32.14,"1,-1,1","18,-30,5",False,49.01,True,7.89,False,32.12,False,15.77
1743,40.969,49.141,310.54,12111.79,204.5,378.0,21.94,(1-11),[10-1],Other/Random,36.07,"1,-1,1","1,0,-1",False,49.14,True,6.43,False,35.24,True,10.28
1744,30.634,33.266,321.59,13162.27,219.554,2097.0,51.67,(12721),[08-3],Other/Random,26.47,"12,7,21","0,8,-3",False,33.27,False,23.56,False,20.13,False,25.19
1745,58.93,40.416,299.65,13256.28,202.56,225.0,16.93,(-45-28-63),[10-1],Other/Random,22.37,"-45,-28,-63","1,0,-1",False,40.42,False,17.57,False,34.71,True,11.57
1746,33.605,44.687,317.67,13394.92,231.983,5247.0,81.74,(1-11),[09-5],Other/Random,29.64,"1,-1,1","0,9,-5",False,44.69,True,13.26,False,28.27,False,16.74
1747,142.112,13.227,234.49,14365.5,204.0,90.0,10.7,(001),[-10-357],Other/Random,21.2,"0,0,1","-10,-35,7",True,13.23,False,41.63,False,19.08,False,30.88
1748,355.674,34.181,342.08,14860.08,206.143,126.0,12.67,(-20-3),[-5153],Other/Random,23.99,"-2,0,-3","-5,15,3",False,34.18,False,34.36,False,21.63,False,27.43
1749,169.645,36.835,221.32,16354.12,229.997,3609.0,67.79,(-21-4-28),[-8-189],Other/Random,35.06,"-21,-4,-28","-8,-18,9",False,36.83,False,30.14,False,33.51,False,29.6
1750,4.057,23.215,325.54,648.85,233.525,3753.0,69.13,(307),[2036-9],Other/Random,27.37,"3,0,7","20,36,-9",False,23.21,False,39.31,False,30.77,False,21.07
1751,201.725,27.701,134.25,704.25,214.385,468.0,24.41,(5210),[-3-83],Other/Random,34.62,"5,2,10","-3,-8,3",False,27.7,False,30.7,False,28.0,False,30.7
1752,246.511,12.215,82.28,1131.0,202.5,36.0,6.77,(001),[2012-5],Other/Random,18.4,"0,0,1","20,12,-5",True,12.21,False,43.53,False,33.41,False,18.14
1753,106.365,3.739,243.39,1821.85,226.569,1170.0,38.6,(001),[100],Cube {001}<100>,10.9,"0,0,1","1,0,0",True,3.74,False,51.48,True,10.82,False,34.85
1754,342.885,45.53,47.86,3052.7,234.865,3807.0,69.62,(-7-2-7),[924-16],Other/Random,37.71,"-7,-2,-7","9,24,-16",False,45.53,False,23.15,False,37.43,False,20.66
1755,163.91,39.227,218.28,4089.05,210.109,495.0,25.1,(-7-2-9),[-18-6328],Other/Random,28.94,"-7,-2,-9","-18,-63,28",False,39.23,False,25.94,False,27.47,False,25.26
1756,199.823,16.631,144.11,4274.36,242.212,4077.0,72.05,(18763),[-3-122],Other/Random,23.09,"18,7,63","-3,-12,2",False,16.63,False,40.12,False,17.71,False,31.46
1757,158.985,25.936,227.37,4556.2,245.568,4122.0,72.45,(-8-3-18),[-24-5621],Other/Random,31.85,"-8,-3,-18","-24,-56,21",False,25.94,False,32.28,False,29.6,False,28.38
1758,240.733,45.011,115.49,5459.77,221.884,1161.0,38.45,(-7-4-8),[101],Other/Random,21.08,"-7,-4,-8","1,0,1",False,45.01,False,15.42,False,39.91,True,6.37
1759,148.545,39.838,235.8,6819.46,218.769,468.0,24.41,(-5-3-7),[-6-2114],Other/Random,38.72,"-5,-3,-7","-6,-21,14",False,39.84,False,17.85,False,35.82,False,18.55
1760,134.041,37.754,232.84,7163.58,217.941,1071.0,36.93,(559),[90-5],Other/Random,29.69,"5,5,9","9,0,-5",False,37.75,False,17.0,False,29.21,False,15.8
1761,181.11,16.449,185.07,7426.26,218.593,729.0,30.47,(207),[100],Other/Random,17.56,"2,0,7","1,0,0",False,16.45,False,43.92,True,6.14,False,39.05
1762,206.78,43.749,125.33,7443.0,203.4,45.0,7.57,(637),[-7-2115],Other/Random,39.85,"6,3,7","-7,-21,15",False,43.75,False,17.57,False,38.57,False,17.88
1763,188.618,16.397,186.93,7617.34,220.723,1269.0,40.2,(207),[2-70],Other/Random,22.56,"2,0,7","2,-7,0",False,16.4,False,42.32,False,15.39,False,29.79
1764,151.45,21.275,217.53,7805.07,227.016,1647.0,45.79,(-5-3-15),[100],Other/Random,23.07,"-5,-3,-15","1,0,0",False,21.27,False,34.7,True,14.56,False,32.79
1765,233.862,24.222,108.83,8891.87,230.068,2376.0,55.0,(-3-2-8),[6318-28],Other/Random,29.69,"-3,-2,-8","63,18,-28",False,24.22,False,30.96,False,27.45,False,25.57
1766,243.593,22.136,124.01,9178.08,243.925,4320.0,74.16,(-9-4-24),[6-1-2],Other/Random,23.39,"-9,-4,-24","6,-1,-2",False,22.14,False,34.27,False,20.53,False,27.99
1767,334.694,50.022,46.73,10389.91,213.818,297.0,19.45,(16918),[101],Other/Random,35.08,"16,9,18","1,0,1",False,46.15,False,16.26,False,34.95,True,13.07
1768,12.903,12.809,13.43,11390.52,244.673,5922.0,86.83,(001),[-9182],Other/Random,22.61,"0,0,1","-9,18,2",True,12.81,False,44.25,False,26.17,False,19.21
1769,60.429,1.178,310.04,14785.15,221.438,1296.0,40.62,(001),[100],Cube {001}<100>,10.53,"0,0,1","1,0,0",True,1.18,False,53.6,True,10.51,False,34.54
1770,333.087,49.57,47.14,15742.68,227.764,1143.0,38.15,(212),[101],Other/Random,34.96,"2,1,2","1,0,1",False,47.25,False,15.15,False,34.74,True,12.69
1771,258.093,2.396,119.07,16328.34,210.293,369.0,21.68,(001),[7-20],Other/Random,17.33,"0,0,1","7,-2,0",True,2.4,False,52.74,False,17.31,False,27.89
1772,329.094,45.6,31.16,983.63,231.036,3762.0,69.21,(-1-11),[-535-14],Other/Random,23.66,"-1,-1,1","-5,35,-14",False,45.6,True,14.13,False,23.05,False,24.21
1773,63.118,45.575,300.56,1153.92,216.926,846.0,32.82,(-8-4-9),[10-1],Other/Random,22.19,"-8,-4,-9","1,0,-1",False,45.58,False,16.6,False,39.87,True,12.16
1774,144.358,29.979,233.68,3430.08,244.0,3105.0,62.88,(-4-3-9),[-9-3616],Other/Random,34.88,"-4,-3,-9","-9,-36,16",False,29.98,False,25.49,False,27.37,False,24.13
1775,216.647,53.847,137.11,4110.09,211.781,288.0,19.15,(-111),[101],Other/Random,34.23,"-1,1,1","1,0,1",False,49.62,True,6.84,False,34.16,True,13.17
1776,79.976,1.036,251.69,4359.39,226.024,765.0,31.21,(001),[-9-50],Other/Random,16.7,"0,0,1","-9,-5,0",True,1.04,False,53.89,False,28.35,False,16.69
1777,324.037,47.08,49.01,6238.5,207.0,54.0,8.29,(-1-11),[101],Other/Random,34.81,"-1,-1,1","1,0,1",False,47.08,True,10.37,False,33.62,True,11.56
1778,191.962,35.226,127.62,7296.9,215.325,360.0,21.41,(517),[-40-5635],Other/Random,35.51,"5,1,7","-40,-56,35",False,35.23,False,29.95,False,43.01,False,28.93
1779,172.636,16.756,172.04,7999.45,255.514,10720.0,116.82,(-20-7),[1-40],Other/Random,22.67,"-2,0,-7","1,-4,0",False,16.76,False,42.33,False,15.16,False,30.09
1780,320.893,51.735,51.71,8495.98,223.262,963.0,35.02,(-1-11),[101],Other/Random,38.12,"-1,-1,1","1,0,1",False,51.74,True,5.59,False,38.05,True,7.0
1781,345.823,39.951,49.94,9885.75,240.659,4509.0,75.77,(-4-1-5),[4072-45],Other/Random,40.84,"-4,-1,-5","40,72,-45",False,39.95,False,26.77,False,39.85,False,27.08
1782,0.255,13.331,12.85,11430.0,208.5,36.0,6.77,(001),[100],Other/Random,18.67,"0,0,1","1,0,0",True,13.33,False,45.93,True,13.1,False,32.35
1783,337.266,50.39,40.82,11971.57,209.714,189.0,15.51,(562763),[27-45-5],Other/Random,30.8,"56,27,63","27,-45,-5",False,44.72,False,18.15,False,30.79,False,15.52
1784,55.273,26.081,292.33,12670.4,228.535,1413.0,42.42,(-14-10-35),[-18-38],Other/Random,27.83,"-14,-10,-35","-18,-3,8",False,26.08,False,29.33,False,25.94,False,22.57
1785,332.063,43.826,50.4,14697.94,223.03,603.0,27.71,(-54-28-63),[29-6],Other/Random,35.86,"-54,-28,-63","2,9,-6",False,43.83,False,16.86,False,34.56,False,16.33
1786,207.194,12.212,175.8,14885.34,232.887,1989.0,50.32,(001),[3-70],Other/Random,25.13,"0,0,1","3,-7,0",True,12.21,False,43.22,False,23.1,False,21.93
1787,158.329,43.13,218.06,15270.86,210.643,126.0,12.67,(-21-8-24),[-9-6328],Other/Random,26.98,"-21,-8,-24","-9,-63,28",False,43.13,False,20.95,False,26.12,False,21.11
1788,52.821,51.779,324.36,17036.66,219.396,477.0,24.64,(1-11),[-27-2545],Other/Random,39.37,"1,-1,1","-27,-25,45",False,51.25,True,6.93,False,38.89,False,29.06
1789,7.707,41.736,317.98,232.54,217.622,999.0,35.66,(64972),[918-10],Other/Random,36.92,"64,9,72","9,18,-10",False,41.74,False,30.32,False,36.56,False,27.99
1790,205.4,34.805,131.15,689.25,210.0,72.0,9.57,(351656),[-2-63],Other/Random,34.72,"35,16,56","-2,-6,3",False,34.81,False,24.06,False,30.73,False,24.25
1791,325.482,35.472,62.0,1397.72,228.975,1800.0,47.87,(-3-2-5),[1640-25],Other/Random,39.3,"-3,-2,-5","16,40,-25",False,35.47,False,20.59,False,37.41,False,22.49
1792,68.603,13.037,266.19,1674.09,216.545,297.0,19.45,(001),[-4-21],Other/Random,23.66,"0,0,1","-4,-2,1",True,13.04,False,43.01,False,28.26,False,23.46
1793,312.514,49.124,55.02,2501.55,227.372,2106.0,51.78,(-1-11),[101],Other/Random,31.47,"-1,-1,1","1,0,1",False,49.12,True,5.94,False,38.5,True,7.48
1794,347.353,42.062,6.6,5601.0,211.5,36.0,6.77,(110),[001],Goss {110}<001>,9.54,"1,1,0","0,0,1",False,42.06,False,27.04,True,8.9,False,37.49
1795,206.145,28.856,137.81,5827.5,208.0,54.0,8.29,(214),[-2-93],Other/Random,30.46,"2,1,4","-2,-9,3",False,28.86,False,28.53,False,22.44,False,28.02
1796,184.215,20.472,210.9,6222.63,227.493,1278.0,40.34,(308),[6-9-2],Other/Random,22.71,"3,0,8","6,-9,-2",False,20.47,False,40.79,False,34.88,False,15.43
1797,181.002,35.82,215.82,6940.44,258.145,10410.0,115.14,(507),[21-35-15],Other/Random,36.71,"5,0,7","21,-35,-15",False,35.82,False,35.72,False,36.64,False,24.09
1798,319.725,53.708,39.91,7283.14,214.143,189.0,15.51,(-1-11),[5-82],Other/Random,33.93,"-1,-1,1","5,-8,2",False,52.05,True,3.97,False,33.83,False,17.62
1799,306.861,49.153,18.79,7318.8,218.6,540.0,26.22,(-1-11),[1-10],Other/Random,42.65,"-1,-1,1","1,-1,0",False,49.15,True,8.49,False,42.57,True,14.76
1800,322.874,54.584,45.22,8415.18,234.155,1566.0,44.65,(-1-11),[101],Other/Random,36.0,"-1,-1,1","1,0,1",False,49.47,True,6.42,False,35.91,True,10.97
1801,321.438,51.247,42.59,8463.4,222.772,1224.0,39.48,(-1-11),[101],Other/Random,33.25,"-1,-1,1","1,0,1",False,51.25,True,6.21,False,32.89,True,14.77
1802,346.866,5.995,36.75,9540.13,246.507,8316.0,102.9,(001),[2763-7],Other/Random,22.2,"0,0,1","27,63,-7",True,5.99,False,49.71,False,23.72,False,21.82
1803,314.064,54.363,54.88,10642.51,242.724,4014.0,71.49,(-1-11),[101],Other/Random,34.87,"-1,-1,1","1,0,1",False,54.27,True,0.85,False,42.05,True,5.66
1804,33.441,45.046,317.94,10857.49,238.8,5400.0,82.92,(1-11),[09-5],Other/Random,29.56,"1,-1,1","0,9,-5",False,45.05,True,13.09,False,28.31,False,16.72
1805,153.889,31.498,166.79,11191.65,247.107,6858.0,93.44,(-35-18-63),[1-10],Other/Random,31.99,"-35,-18,-63","1,-1,0",False,31.5,False,26.38,False,37.96,True,10.2
1806,358.867,18.838,27.66,11308.59,212.294,153.0,13.96,(-10-3),[818-3],Other/Random,26.33,"-1,0,-3","8,18,-3",False,18.84,False,42.57,False,26.59,False,21.48
1807,304.105,30.698,64.67,11586.76,224.937,1278.0,40.34,(326),[-18-29],Other/Random,25.0,"3,2,6","-18,-2,9",False,30.7,False,25.07,False,27.94,False,18.02
1808,159.202,42.366,227.7,12088.5,207.0,18.0,4.79,(-18-7-21),[-5-159],Other/Random,35.6,"-18,-7,-21","-5,-15,9",False,42.37,False,21.81,False,34.59,False,20.85
1809,350.592,34.815,40.28,12107.54,251.805,6633.0,91.9,(-6-1-9),[918-8],Other/Random,35.02,"-6,-1,-9","9,18,-8",False,34.81,False,31.45,False,32.92,False,28.88
1810,242.98,20.442,122.28,13446.92,215.739,207.0,16.23,(-2-1-6),[24-3-8],Other/Random,21.1,"-2,-1,-6","24,-3,-8",False,20.44,False,35.69,False,18.49,False,28.43
1811,208.305,28.133,117.79,13817.94,215.438,432.0,23.45,(16936),[-27-4525],Other/Random,30.2,"16,9,36","-27,-45,25",False,28.13,False,28.61,False,38.7,False,28.21
1812,218.264,26.559,118.44,13971.36,248.596,5886.0,86.57,(6515),[-27-7232],Other/Random,34.18,"6,5,15","-27,-72,32",False,26.56,False,28.48,False,30.57,False,27.52
1813,184.831,14.654,196.25,14332.76,237.126,4302.0,74.01,(001),[27-72-8],Other/Random,25.63,"0,0,1","27,-72,-8",True,14.65,False,44.24,False,20.96,False,24.74
1814,189.851,40.962,183.5,16014.5,229.625,648.0,28.72,(110),[001],Goss {110}<001>,13.27,"1,1,0","0,0,1",False,40.96,False,29.12,True,12.7,False,32.58
1815,191.493,42.192,176.52,16036.01,227.893,1260.0,40.05,(110),[001],Goss {110}<001>,9.7,"1,1,0","0,0,1",False,42.19,False,27.75,True,9.21,False,36.15
1816,189.85,40.375,179.45,16111.21,231.844,2079.0,51.45,(110),[001],Goss {110}<001>,10.52,"1,1,0","0,0,1",False,40.37,False,29.27,True,9.44,False,35.57
1817,138.642,48.23,260.27,16716.81,232.233,3438.0,66.16,(111),[-2-34],Other/Random,42.63,"1,1,1","-2,-3,4",False,48.23,True,7.1,False,42.68,False,23.62
1818,199.859,48.495,133.52,16877.36,234.922,2430.0,55.62,(-64-27-72),[-14216],Other/Random,35.91,"-64,-27,-72","-14,21,6",False,45.22,False,20.59,False,35.82,False,16.79
1819,63.469,23.106,278.61,2321.87,246.185,4086.0,72.13,(-15-8-40),[-63-1828],Other/Random,29.17,"-15,-8,-40","-63,-18,28",False,23.11,False,33.39,False,28.3,False,26.24
1820,29.606,50.702,331.67,3734.84,247.174,3771.0,69.29,(1-11),[2-51],Other/Random,23.96,"1,-1,1","2,-5,1",False,47.71,True,12.88,False,23.96,False,25.07
1821,219.837,25.116,125.71,4012.85,238.631,1341.0,41.32,(211656),[-8-4015],Other/Random,28.92,"21,16,56","-8,-40,15",False,25.12,False,29.78,False,23.19,False,26.66
1822,54.355,36.939,281.0,5833.17,255.514,4572.0,76.3,(-27-20-45),[-45-1835],Other/Random,29.33,"-27,-20,-45","-45,-18,35",False,36.94,False,18.98,False,41.51,False,18.81
